id,lexeme,de,ru,source,license
schon-verb:t13698695,schon-verb,Man macht es schon.,Это уже делается.,tatoeba,CC BY 2.0 FR
schon-verb:t13698696,schon-verb,Es wird schon gemacht.,Это уже делается.,tatoeba,CC BY 2.0 FR
schrank:t7775032,schrank,Was ist in dem Schrank?,Что в шкафу?,tatoeba,CC BY 2.0 FR
schrank:t4105376,schrank,Was ist in dem Schrank da?,Что в том шкафу?,tatoeba,CC BY 2.0 FR
schrank:t13442510,schrank,Sieh im Schrank nach!,Поищи в шкафу.,tatoeba,CC BY 2.0 FR
schreiben:t12339959,schreiben,Was steht da geschrieben?,Что здесь написано?,tatoeba,CC BY 2.0 FR
schreiben:t1473634,schreiben,Wie schreibt man das?,Как это пишется?,tatoeba,CC BY 2.0 FR
schreiben:t3279461,schreiben,Das war gut geschrieben.,Это было хорошо написано.,tatoeba,CC BY 2.0 FR
schueler:t10049235,schueler,Er ist kein Schüler.,Он не школьник.,tatoeba,CC BY 2.0 FR
schueler:t11914796,schueler,Wir sind schlechte Schüler.,Мы плохие ученики.,tatoeba,CC BY 2.0 FR
schueler:t12445811,schueler,Es fehlten keine Schüler.,Ни один ученик не отсутствовал.,tatoeba,CC BY 2.0 FR
schuh:t2494055,schuh,Ich brauche neue Schuhe.,Мне нужны новые ботинки.,tatoeba,CC BY 2.0 FR
schuh:t2802042,schuh,Die neuen Schuhe drücken.,Новая обувь жмёт.,tatoeba,CC BY 2.0 FR
schuh:t353672,schuh,Wo sind die Schuhe?,Где обувь?,tatoeba,CC BY 2.0 FR
schule:t1054509,schule,Wo ist die Schule?,Где школа?,tatoeba,CC BY 2.0 FR
schule:t1348087,schule,Heute ist keine Schule.,Сегодня нет занятий.,tatoeba,CC BY 2.0 FR
schule:t340906,schule,Geh in die Schule.,Иди в школу.,tatoeba,CC BY 2.0 FR
schwer:t13052022,schwer,Das ist nicht schwer.,Это не трудно.,tatoeba,CC BY 2.0 FR
schwer:t13761456,schwer,Das ist sehr schwer.,Это очень трудно.,tatoeba,CC BY 2.0 FR
schwer:t1472477,schwer,Die Zeiten sind schwer.,Времена тяжёлые.,tatoeba,CC BY 2.0 FR
schwester:t2061196,schwester,Er hat keine Schwester.,У него нет сестры.,tatoeba,CC BY 2.0 FR
schwester:t2309359,schwester,Liebe Brüder und Schwestern!,Дорогие братья и сестры!,tatoeba,CC BY 2.0 FR
schwester:t2967198,schwester,Das sind keine Schwestern.,Это не сёстры.,tatoeba,CC BY 2.0 FR
schwimmbad:t1010505,schwimmbad,Ich gehe ins Schwimmbad.,Я иду в бассейн.,tatoeba,CC BY 2.0 FR
schwimmbad:t6313213,schwimmbad,In diesem Motel gibt es ein Schwimmbad.,В этом мотеле есть бассейн.,tatoeba,CC BY 2.0 FR
schwimmbad:t6572168,schwimmbad,In diesem Schwimmbad gibt es kein Trampolin.,В этом бассейне нет трамплина.,tatoeba,CC BY 2.0 FR
schwimmen:t10084613,schwimmen,Sie konnten nicht schwimmen.,Они не умели плавать.,tatoeba,CC BY 2.0 FR
schwimmen:t11525089,schwimmen,Sie schwimmt sehr gut.,Она очень хорошо плавает.,tatoeba,CC BY 2.0 FR
schwimmen:t12407485,schwimmen,Ich kann schon schwimmen.,Я уже умею плавать.,tatoeba,CC BY 2.0 FR
see:t1137137,see,Der See ist groß.,Озеро большое.,tatoeba,CC BY 2.0 FR
see:t13983208,see,Ist der See groß?,Озеро большое?,tatoeba,CC BY 2.0 FR
see:t6595414,see,Wir gehen an den See.,Мы идём на озеро.,tatoeba,CC BY 2.0 FR
sehen:t12169994,sehen,Sehen Sie sie auch?,Вы тоже её видите?,tatoeba,CC BY 2.0 FR
sehen:t12170001,sehen,Sie haben Sie gesehen.,Они Вас видели.,tatoeba,CC BY 2.0 FR
sehen:t12388000,sehen,Haben sie sie gesehen?,Они её видели?,tatoeba,CC BY 2.0 FR
sehenswuerdigkeit:t396926,sehenswuerdigkeit,In Kyoto gibt es viele Sehenswürdigkeiten.,В Киото много достопримечательностей.,tatoeba,CC BY 2.0 FR
sehenswuerdigkeit:t5244038,sehenswuerdigkeit,Kioto hat viele Sehenswürdigkeiten zu bieten.,В Киото много достопримечательностей.,tatoeba,CC BY 2.0 FR
sehenswuerdigkeit:t1103363,sehenswuerdigkeit,Ich würde gerne nach China fahren um die dortigen Sehenswürdigkeiten zu besuchen.,"Я хотел бы отправиться в Китай, чтобы посетить там местные достопримечательности.",tatoeba,CC BY 2.0 FR
sehr:t1717056,sehr,"Er ist nicht mehr der, der er war.","Он уже не тот, что прежде.",tatoeba,CC BY 2.0 FR
sehr:t9076551,sehr,Mehr hat er nicht gesagt.,Больше он ничего не сказал.,tatoeba,CC BY 2.0 FR
sehr:t356162,sehr,Das ist sehr gut.,Очень хорошо.,tatoeba,CC BY 2.0 FR
sein:t919053,sein,Das kann nicht sein!,Не может быть!,tatoeba,CC BY 2.0 FR
sein:t396856,sein,Das ist für Sie.,Это Вам.,tatoeba,CC BY 2.0 FR
sein:t5309090,sein,Das war nicht sie.,Это была не она.,tatoeba,CC BY 2.0 FR
sein-pron:t919053,sein-pron,Das kann nicht sein!,Не может быть!,tatoeba,CC BY 2.0 FR
sein-pron:t1932881,sein-pron,Wie kann das sein?,Как это может быть?,tatoeba,CC BY 2.0 FR
sein-pron:t2189717,sein-pron,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
seit:t6401929,seit,Das habe ich schon seit 2013 nicht mehr gemacht.,Я этого с две тысячи тринадцатого года не делал.,tatoeba,CC BY 2.0 FR
seit:t7982864,seit,Wir sind schon seit 2013 hier.,Мы здесь с две тысячи тринадцатого года.,tatoeba,CC BY 2.0 FR
seit:t3549939,seit,Ich wusste das schon seit langem.,Я давно это знал.,tatoeba,CC BY 2.0 FR
seit-prep:t6401929,seit-prep,Das habe ich schon seit 2013 nicht mehr gemacht.,Я этого с две тысячи тринадцатого года не делал.,tatoeba,CC BY 2.0 FR
seit-prep:t7982864,seit-prep,Wir sind schon seit 2013 hier.,Мы здесь с две тысячи тринадцатого года.,tatoeba,CC BY 2.0 FR
seit-prep:t3549939,seit-prep,Ich wusste das schon seit langem.,Я давно это знал.,tatoeba,CC BY 2.0 FR
selbststaendig:t13994433,selbststaendig,Er will selbstständiger sein.,Он хочет быть более независимым.,tatoeba,CC BY 2.0 FR
selbststaendig:t13994435,selbststaendig,Sie will selbstständiger sein.,Она хочет быть более независимой.,tatoeba,CC BY 2.0 FR
selbststaendig:t13933856,selbststaendig,Tom und Maria haben das noch nie selbstständig gemacht.,Том с Марией никогда ещё не делали этого самостоятельно.,tatoeba,CC BY 2.0 FR
selbststaendig-adv:t13933856,selbststaendig-adv,Tom und Maria haben das noch nie selbstständig gemacht.,Том с Марией никогда ещё не делали этого самостоятельно.,tatoeba,CC BY 2.0 FR
selbststaendig-adv:t13933858,selbststaendig-adv,Tom und Maria haben das noch nie selbstständig getan.,Том с Марией никогда ещё не делали этого самостоятельно.,tatoeba,CC BY 2.0 FR
selbststaendig-adv:t2384789,selbststaendig-adv,"Wir brauchen Mitarbeiter, die selbstständig Entscheidungen treffen.","Нам нужны сотрудники, самостоятельно принимающие решения.",tatoeba,CC BY 2.0 FR
sich:t7233417,sich,Die beiden sahen sich an.,Обе посмотрели друг на друга.,tatoeba,CC BY 2.0 FR
sich:t10701685,sich,Stellen Sie sich an.,Встаньте в очередь.,tatoeba,CC BY 2.0 FR
sich:t4464154,sich,Nehmen Sie sich Zeit!,Не спешите!,tatoeba,CC BY 2.0 FR
sie:t396856,sie,Das ist für Sie.,Это Вам.,tatoeba,CC BY 2.0 FR
sie:t5309090,sie,Das war nicht sie.,Это была не она.,tatoeba,CC BY 2.0 FR
sie:t10760563,sie,Er hat sie nicht.,У него их нет.,tatoeba,CC BY 2.0 FR
sitzen:t2743246,sitzen,Wo sitzen Sie gerade?,Где Вы сейчас сидите?,tatoeba,CC BY 2.0 FR
sitzen:t4606842,sitzen,Der alte Mann sitzt.,Старик сидит.,tatoeba,CC BY 2.0 FR
sitzen:t6634303,sitzen,Auf was sitzen Sie?,На чём вы сидите?,tatoeba,CC BY 2.0 FR
so:t1291739,so,Ist das nicht so?,Разве это не так?,tatoeba,CC BY 2.0 FR
so:t2189717,so,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
so:t5387340,so,So ist das nicht.,Это не так!,tatoeba,CC BY 2.0 FR
so-conj:t1291739,so-conj,Ist das nicht so?,Разве это не так?,tatoeba,CC BY 2.0 FR
so-conj:t2189717,so-conj,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
so-conj:t5387340,so-conj,So ist das nicht.,Это не так!,tatoeba,CC BY 2.0 FR
so-part:t1291739,so-part,Ist das nicht so?,Разве это не так?,tatoeba,CC BY 2.0 FR
so-part:t2189717,so-part,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
so-part:t5387340,so-part,So ist das nicht.,Это не так!,tatoeba,CC BY 2.0 FR
so-pron:t1291739,so-pron,Ist das nicht so?,Разве это не так?,tatoeba,CC BY 2.0 FR
so-pron:t2189717,so-pron,So muss es sein.,Так и должно быть.,tatoeba,CC BY 2.0 FR
so-pron:t5387340,so-pron,So ist das nicht.,Это не так!,tatoeba,CC BY 2.0 FR
sofa:t10488900,sofa,Schlaf auf dem Sofa!,Спи на диване!,tatoeba,CC BY 2.0 FR
sofa:t3536421,sofa,Das ist mein Sofa.,Это мой диван.,tatoeba,CC BY 2.0 FR
sofa:t8289638,sofa,Ich habe ein Sofa.,У меня есть диван.,tatoeba,CC BY 2.0 FR
sofort:t11603109,sofort,Ich brauche das sofort.,Мне это нужно прямо сейчас.,tatoeba,CC BY 2.0 FR
sofort:t11998266,sofort,Hören Sie sofort auf!,Перестаньте сейчас же!,tatoeba,CC BY 2.0 FR
sofort:t2023376,sofort,Geh sofort nach Hause!,Иди сейчас же домой.,tatoeba,CC BY 2.0 FR
sohn:t1151413,sohn,Haben Sie einen Sohn?,У Вас есть сын?,tatoeba,CC BY 2.0 FR
sohn:t12941002,sohn,Das ist sein Sohn.,Это его сын.,tatoeba,CC BY 2.0 FR
sohn:t3319747,sohn,Sie haben einen Sohn.,У них есть сын.,tatoeba,CC BY 2.0 FR
sollen:t10302532,sollen,Das sollte er sagen.,Это он должен говорить.,tatoeba,CC BY 2.0 FR
sollen:t10302535,sollen,Das sollte sie sagen.,Это она должна говорить.,tatoeba,CC BY 2.0 FR
sollen:t10302537,sollen,Das sollten sie sagen.,Это они должны говорить.,tatoeba,CC BY 2.0 FR
sonne:t1137139,sonne,Die Sonne ist groß.,Солнце большое.,tatoeba,CC BY 2.0 FR
sonne:t12313700,sonne,Hier scheint die Sonne.,У нас тут солнце.,tatoeba,CC BY 2.0 FR
sonne:t13139667,sonne,Das ist die Sonne.,Это солнце.,tatoeba,CC BY 2.0 FR
spaet:t10083882,spaet,Wir kamen zu spät.,Мы опоздали.,tatoeba,CC BY 2.0 FR
spaet:t10086519,spaet,Sie kam zu spät.,Она пришла поздно.,tatoeba,CC BY 2.0 FR
spaet:t10194406,spaet,Ist es schon spät?,Уже поздно?,tatoeba,CC BY 2.0 FR
spaet-adv:t10083882,spaet-adv,Wir kamen zu spät.,Мы опоздали.,tatoeba,CC BY 2.0 FR
spaet-adv:t10086519,spaet-adv,Sie kam zu spät.,Она пришла поздно.,tatoeba,CC BY 2.0 FR
spaet-adv:t10194406,spaet-adv,Ist es schon spät?,Уже поздно?,tatoeba,CC BY 2.0 FR
spaet-noun:t10083882,spaet-noun,Wir kamen zu spät.,Мы опоздали.,tatoeba,CC BY 2.0 FR
spaet-noun:t10086519,spaet-noun,Sie kam zu spät.,Она пришла поздно.,tatoeba,CC BY 2.0 FR
spaet-noun:t10194406,spaet-noun,Ist es schon spät?,Уже поздно?,tatoeba,CC BY 2.0 FR
spaeter:t13625271,spaeter,Später kamen die anderen.,Позже приехали остальные.,tatoeba,CC BY 2.0 FR
spaeter:t13807913,spaeter,Ich werde später kommen.,Я попозже приду.,tatoeba,CC BY 2.0 FR
spaeter:t1881315,spaeter,Ich erkläre es später.,Я объясню позже.,tatoeba,CC BY 2.0 FR
spaeter-adv:t13625271,spaeter-adv,Später kamen die anderen.,Позже приехали остальные.,tatoeba,CC BY 2.0 FR
spaeter-adv:t13807913,spaeter-adv,Ich werde später kommen.,Я попозже приду.,tatoeba,CC BY 2.0 FR
spaeter-adv:t1881315,spaeter-adv,Ich erkläre es später.,Я объясню позже.,tatoeba,CC BY 2.0 FR
speisekarte:t1638102,speisekarte,Darf ich die Speisekarte sehen?,Можно посмотреть меню?,tatoeba,CC BY 2.0 FR
speisekarte:t6776767,speisekarte,Dürfen wir die Speisekarte haben?,Можно нам меню?,tatoeba,CC BY 2.0 FR
speisekarte:t3072399,speisekarte,Könnte ich bitte die Speisekarte bekommen?,"Можно мне меню, пожалуйста?",tatoeba,CC BY 2.0 FR
spielen:t10007383,spielen,Was für ein Spiel!,Вот это игра!,tatoeba,CC BY 2.0 FR
spielen:t10047574,spielen,Die haben nur gespielt.,Они просто играли.,tatoeba,CC BY 2.0 FR
spielen:t12056558,spielen,Das Spiel ging 3 : 1 aus.,Игра закончилась со счётом 3:1.,tatoeba,CC BY 2.0 FR
sport:t1361407,sport,Ich mag Sport nicht.,Я не люблю спорт.,tatoeba,CC BY 2.0 FR
sport:t709669,sport,Ich mag keinen Sport.,Я не люблю спорт.,tatoeba,CC BY 2.0 FR
sport:t1973261,sport,Er mag keinen Sport. Ich auch nicht.,Он не любит спорт. Я тоже.,tatoeba,CC BY 2.0 FR
sprache:t3148859,sprache,Sie sprachen von 8 bis 10 Uhr.,Они беседовали с 8 до 10 часов.,tatoeba,CC BY 2.0 FR
sprache:t8818885,sprache,Ich spreche keine anderen Sprachen.,Я не говорю на других языках.,tatoeba,CC BY 2.0 FR
sprache:t8895817,sprache,Die Alten sprachen über das Leben.,Старики говорили о жизни.,tatoeba,CC BY 2.0 FR
sprechen:t10477861,sprechen,Können Sie lauter sprechen?,Вы можете громче говорить?,tatoeba,CC BY 2.0 FR
sprechen:t11230776,sprechen,Er spricht von sich.,Он говорит о себе.,tatoeba,CC BY 2.0 FR
sprechen:t11563915,sprechen,Ich wollte Sie sprechen.,Я хотел с Вами поговорить.,tatoeba,CC BY 2.0 FR
stadt:t7452045,stadt,Die Stadt ist groß.,Город большой.,tatoeba,CC BY 2.0 FR
stadt:t1743528,stadt,Ich komme aus der Stadt.,Я из города.,tatoeba,CC BY 2.0 FR
stadt:t2666902,stadt,Ich muss in die Stadt.,Мне нужно в город.,tatoeba,CC BY 2.0 FR
stehen:t2478957,stehen,Er stand auf und ging.,Он встал и вышел.,tatoeba,CC BY 2.0 FR
stehen:t8916551,stehen,Ich konnte nicht mehr stehen.,Я не мог больше стоять.,tatoeba,CC BY 2.0 FR
stehen:t519199,stehen,Ich stehe um 7 Uhr auf.,Я встаю в семь часов.,tatoeba,CC BY 2.0 FR
stelle:t10701685,stelle,Stellen Sie sich an.,Встаньте в очередь.,tatoeba,CC BY 2.0 FR
stelle:t11572465,stelle,Wie stelle ich das ab?,Как мне это выключить?,tatoeba,CC BY 2.0 FR
stelle:t12855910,stelle,Ich habe eine Stelle gefunden.,Я нашла работу.,tatoeba,CC BY 2.0 FR
stellen:t10701685,stellen,Stellen Sie sich an.,Встаньте в очередь.,tatoeba,CC BY 2.0 FR
stellen:t11572465,stellen,Wie stelle ich das ab?,Как мне это выключить?,tatoeba,CC BY 2.0 FR
stellen:t12855910,stellen,Ich habe eine Stelle gefunden.,Я нашла работу.,tatoeba,CC BY 2.0 FR
stock:t11834377,stock,Ich brauche einen Stock.,Мне нужна трость.,tatoeba,CC BY 2.0 FR
stock:t2939938,stock,Ich suche einen Stock.,Я ищу какую-нибудь палку.,tatoeba,CC BY 2.0 FR
stock:t10556869,stock,Ohne Stock kann ich nicht gehen.,Я не могу ходить без палки.,tatoeba,CC BY 2.0 FR
strasse:t13769315,strasse,Die Straße ist laut.,Улица шумная.,tatoeba,CC BY 2.0 FR
strasse:t13069034,strasse,Die Straße gibt es nicht.,Такой улицы нет.,tatoeba,CC BY 2.0 FR
strasse:t2328071,strasse,Sie gingen über die Straße.,Они перешли через дорогу.,tatoeba,CC BY 2.0 FR
strassenbahn:t3646658,strassenbahn,Man kann einen Bus oder eine Straßenbahn benutzen.,Можно поехать на автобусе или трамвае.,tatoeba,CC BY 2.0 FR
strassenbahn:t9542198,strassenbahn,Unsere Stadt hat Straßenbahnen.,У нас в городе есть трамваи.,tatoeba,CC BY 2.0 FR
strassenbahn:t2389417,strassenbahn,Zurückgefahren sind wir mit der Straßenbahn.,Обратно мы ехали на трамвае.,tatoeba,CC BY 2.0 FR
student:t10044336,student,Sind Sie nicht Student?,Вы не студент?,tatoeba,CC BY 2.0 FR
student:t12170343,student,Wir beide sind Studenten.,Мы оба студенты.,tatoeba,CC BY 2.0 FR
student:t12879386,student,Studenten wollen nicht lernen.,Студенты не хотят учиться.,tatoeba,CC BY 2.0 FR
studieren:t1898609,studieren,Beide Mädchen wollen studieren.,Обе девочки хотят учиться.,tatoeba,CC BY 2.0 FR
studieren:t2223216,studieren,Was wollen Sie studieren?,Что Вы хотите изучать?,tatoeba,CC BY 2.0 FR
studieren:t4964052,studieren,Wo haben Sie studiert?,Где Вы учились?,tatoeba,CC BY 2.0 FR
studium:t773915,studium,Wie läuft dein Studium?,Как у тебя с учёбой?,tatoeba,CC BY 2.0 FR
studium:t13381107,studium,"Sie fragte mich, wie mein Studium laufe.","Она спросила, как у меня дела с учёбой.",tatoeba,CC BY 2.0 FR
studium:t10967389,studium,Aktuelle Studien bestätigen dies.,Современные исследования это подтверждают.,tatoeba,CC BY 2.0 FR
stuhl:t12185781,stuhl,Ich brauche einen Stuhl.,Мне нужен стул.,tatoeba,CC BY 2.0 FR
stuhl:t6284455,stuhl,Das ist mein Stuhl.,Это мой стул.,tatoeba,CC BY 2.0 FR
stuhl:t832,stuhl,Nimm den anderen Stuhl!,Возьми другой стул!,tatoeba,CC BY 2.0 FR
stunde:t2056232,stunde,Ich gehe in einer Stunde.,Я через час ухожу.,tatoeba,CC BY 2.0 FR
stunde:t1013395,stunde,Sie kam nach einer Stunde zurück.,Она вернулась через час.,tatoeba,CC BY 2.0 FR
stunde:t13084510,stunde,Wir haben heute nur eine Stunde.,У нас сегодня только одна лекция.,tatoeba,CC BY 2.0 FR
suchen:t1012394,suchen,Sie suchen eine Arbeit?,Вы ищете работу?,tatoeba,CC BY 2.0 FR
suchen:t12071351,suchen,Die Suche geht weiter.,Поиск продолжается.,tatoeba,CC BY 2.0 FR
suchen:t12335898,suchen,Was habe ich gesucht?,Что я искал?,tatoeba,CC BY 2.0 FR
tanzen:t1754208,tanzen,Heute werden wir tanzen.,Сегодня мы будем танцевать.,tatoeba,CC BY 2.0 FR
tanzen:t2415254,tanzen,Ich möchte Tanzen lernen.,Я хочу научиться танцевать.,tatoeba,CC BY 2.0 FR
tanzen:t2755481,tanzen,Ich möchte nicht tanzen.,Мне не хочется танцевать.,tatoeba,CC BY 2.0 FR
tasche:t1998396,tasche,Wo ist die Tasche?,Где сумка?,tatoeba,CC BY 2.0 FR
tasche:t361968,tasche,Was für eine schwere Tasche!,До чего тяжёлая сумка!,tatoeba,CC BY 2.0 FR
tasche:t9451168,tasche,Leg das in die Tasche!,Положи это в сумку.,tatoeba,CC BY 2.0 FR
taxi:t1022952,taxi,Das Taxi ist da.,Такси подъехало.,tatoeba,CC BY 2.0 FR
taxi:t12939388,taxi,Sie braucht ein Taxi.,Ей нужно такси.,tatoeba,CC BY 2.0 FR
taxi:t13488938,taxi,Das Taxi kommt gleich.,Такси скоро приедет.,tatoeba,CC BY 2.0 FR
tee:t10000749,tee,Er macht gerade Tee.,Он заваривает чай.,tatoeba,CC BY 2.0 FR
tee:t10684520,tee,Ist das dein Tee?,Это твой чай?,tatoeba,CC BY 2.0 FR
tee:t1144501,tee,Das Mädchen trinkt Tee.,Девочка пьёт чай.,tatoeba,CC BY 2.0 FR
teil:t1910608,teil,Es war ein sehr großes Teil.,Это была очень большая деталь.,tatoeba,CC BY 2.0 FR
teil:t4576656,teil,Das ist nur ein Teil des Problems.,Это только часть проблемы.,tatoeba,CC BY 2.0 FR
teil:t4576650,teil,Das ist nur ein kleiner Teil des Problems.,Это только небольшая часть проблемы.,tatoeba,CC BY 2.0 FR
telefon:t12832999,telefon,Das ist ein Telefon.,Это телефон.,tatoeba,CC BY 2.0 FR
telefon:t1661232,telefon,Ich suche mein Telefon.,Я ищу свой телефон.,tatoeba,CC BY 2.0 FR
telefon:t2166663,telefon,Haben Sie ein Telefon?,У вас есть телефон?,tatoeba,CC BY 2.0 FR
telefonieren:t518,telefonieren,Wo kann man telefonieren?,Где можно позвонить?,tatoeba,CC BY 2.0 FR
telefonieren:t12554932,telefonieren,"Ich glaube, wir haben telefoniert.","Мне кажется, мы говорили по телефону.",tatoeba,CC BY 2.0 FR
telefonieren:t13948613,telefonieren,Ich mag es zu telefonieren.,Я люблю говорить по телефону.,tatoeba,CC BY 2.0 FR
termin:t6016016,termin,Ich habe einen Termin.,У меня встреча.,tatoeba,CC BY 2.0 FR
termin:t13146130,termin,Ich habe noch einen Termin.,У меня ещё одна встреча.,tatoeba,CC BY 2.0 FR
termin:t8222589,termin,Machen Sie einen Termin aus!,Запишитесь на приём.,tatoeba,CC BY 2.0 FR
test:t5826596,test,Das ist ein Test.,Это тест.,tatoeba,CC BY 2.0 FR
test:t2121346,test,Wir schreiben heute einen Test.,Мы сегодня пишем тест.,tatoeba,CC BY 2.0 FR
test:t9199315,test,Ich lerne für einen Test.,Я готовлюсь к тесту.,tatoeba,CC BY 2.0 FR
teuer:t13007163,teuer,Das wird sehr teuer.,Это будет очень дорого.,tatoeba,CC BY 2.0 FR
teuer:t1600416,teuer,Das ist nicht teuer.,Это не дорого.,tatoeba,CC BY 2.0 FR
teuer:t2138547,teuer,Das ist sehr teuer.,Это очень дорого.,tatoeba,CC BY 2.0 FR
teuer-adv:t13007163,teuer-adv,Das wird sehr teuer.,Это будет очень дорого.,tatoeba,CC BY 2.0 FR
teuer-adv:t1600416,teuer-adv,Das ist nicht teuer.,Это не дорого.,tatoeba,CC BY 2.0 FR
teuer-adv:t2138547,teuer-adv,Das ist sehr teuer.,Это очень дорого.,tatoeba,CC BY 2.0 FR
text:t10789023,text,Lesen wir den Text.,Давайте прочтём текст.,tatoeba,CC BY 2.0 FR
text:t12397112,text,Der Schüler las einen Text.,Ученик читал текст.,tatoeba,CC BY 2.0 FR
text:t13635975,text,Er hat den Text gelesen.,Он прочёл текст.,tatoeba,CC BY 2.0 FR
thema:t2671149,thema,Es geht um ein sehr wichtiges Thema.,Речь идёт об очень важном вопросе.,tatoeba,CC BY 2.0 FR
thema:t701756,thema,Kommen wir auf das Thema zurück!,Вернёмся к теме!,tatoeba,CC BY 2.0 FR
thema:t13609122,thema,"Das ist ein Thema, über das ich nicht sprechen möchte.","Это тема, которую я не хочу обсуждать.",tatoeba,CC BY 2.0 FR
ticket:t1338733,ticket,Haben Sie ein Ticket?,У Вас есть билет?,tatoeba,CC BY 2.0 FR
ticket:t450123,ticket,Ich habe kein Ticket.,У меня нет билета.,tatoeba,CC BY 2.0 FR
ticket:t5547429,ticket,Sie hat kein Ticket.,У неё нет билета.,tatoeba,CC BY 2.0 FR
tisch:t11567269,tisch,Das ist mein Tisch.,Это мой стол.,tatoeba,CC BY 2.0 FR
tisch:t12911897,tisch,Ich habe keinen Tisch.,У меня нет стола.,tatoeba,CC BY 2.0 FR
tisch:t13884483,tisch,Dies ist kein Tisch.,Это не стол.,tatoeba,CC BY 2.0 FR
tochter:t12774111,tochter,Sie hatte eine Tochter.,У неё была дочь.,tatoeba,CC BY 2.0 FR
tochter:t357487,tochter,Ich habe eine Tochter.,У меня есть дочь.,tatoeba,CC BY 2.0 FR
tochter:t357491,tochter,Er hatte eine Tochter.,У него была одна дочь.,tatoeba,CC BY 2.0 FR
toilette:t11998303,toilette,Die Toilette ist frei.,Туалет свободен.,tatoeba,CC BY 2.0 FR
toilette:t12341414,toilette,Es gab keine Toilette.,Туалета не было.,tatoeba,CC BY 2.0 FR
toilette:t689086,toilette,Wo sind die Toiletten?,Где туалет?,tatoeba,CC BY 2.0 FR
tomate:t10126770,tomate,Ich mag keine Tomaten.,Я не люблю помидоры.,tatoeba,CC BY 2.0 FR
tomate:t12458710,tomate,Haben Sie Tomaten gekauft?,Вы купили помидоры?,tatoeba,CC BY 2.0 FR
tomate:t5611223,tomate,Er isst eine Tomate.,Он ест помидор.,tatoeba,CC BY 2.0 FR
tot:t1312662,tot,Ich sehe tote Menschen.,Я вижу мёртвых людей.,tatoeba,CC BY 2.0 FR
tot:t1777634,tot,Sie muss tot sein.,"Она, должно быть, мертва.",tatoeba,CC BY 2.0 FR
tot:t2353624,tot,Vielleicht ist er tot.,"Возможно, он мёртв.",tatoeba,CC BY 2.0 FR
treppe:t8387378,treppe,Ich nehme die Treppe.,Я пойду по лестнице.,tatoeba,CC BY 2.0 FR
treppe:t4277864,treppe,Geh die Treppe hinauf.,Поднимайся по лестнице.,tatoeba,CC BY 2.0 FR
treppe:t1779827,treppe,Wir gingen die Treppe hinauf.,Мы поднялись по лестнице.,tatoeba,CC BY 2.0 FR
trinken:t10001754,trinken,Die Frau trinkt Wasser.,Женщина пьёт воду.,tatoeba,CC BY 2.0 FR
trinken:t11718965,trinken,Wie oft trinken Sie?,Как часто вы пьёте?,tatoeba,CC BY 2.0 FR
trinken:t12432510,trinken,Das trinke ich nicht.,Я не буду это пить.,tatoeba,CC BY 2.0 FR
tuer:t1019336,tuer,Mach die Tür auf.,Открой дверь.,tatoeba,CC BY 2.0 FR
tuer:t1019339,tuer,Macht die Tür auf.,Откройте дверь.,tatoeba,CC BY 2.0 FR
tuer:t1248040,tuer,Sie schloss die Tür.,Она закрыла дверь.,tatoeba,CC BY 2.0 FR
tun:t10010615,tun,Sie hat es getan.,Она это сделала.,tatoeba,CC BY 2.0 FR
tun:t10084185,tun,Sie haben das getan.,Они это сделали.,tatoeba,CC BY 2.0 FR
tun:t1020192,tun,Was will er tun?,Что он хочет делать?,tatoeba,CC BY 2.0 FR
ueber:t1384206,ueber,Sie ist schon über 70.,Ей уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber:t1384237,ueber,Er ist schon über 70.,Ему уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber:t12284862,ueber,Ich spreche über sie.,Я говорю о ней.,tatoeba,CC BY 2.0 FR
ueber-adj:t1384206,ueber-adj,Sie ist schon über 70.,Ей уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber-adj:t1384237,ueber-adj,Er ist schon über 70.,Ему уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber-adj:t12284862,ueber-adj,Ich spreche über sie.,Я говорю о ней.,tatoeba,CC BY 2.0 FR
ueber-adv:t1384206,ueber-adv,Sie ist schon über 70.,Ей уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber-adv:t1384237,ueber-adv,Er ist schon über 70.,Ему уже за семьдесят.,tatoeba,CC BY 2.0 FR
ueber-adv:t12284862,ueber-adv,Ich spreche über sie.,Я говорю о ней.,tatoeba,CC BY 2.0 FR
uebernachten:t13113356,uebernachten,Ich möchte hier nicht übernachten.,Не хочется здесь ночевать.,tatoeba,CC BY 2.0 FR
uebernachten:t13458962,uebernachten,Haben sie bei dir übernachtet?,Они ночевали у тебя?,tatoeba,CC BY 2.0 FR
uebernachten:t8342080,uebernachten,Ich übernachte heute bei Freunden.,Я сегодня ночую у друзей.,tatoeba,CC BY 2.0 FR
